"output_freq","GPS_reference","N31","N2_HS","N2_LS","N1_HS","NC1_LS","BW"
10075,197625,1,11,2990,11,58650,9
10076,181368,1,11,3258,11,58644,9
10077,97411,1,11,6066,11,58638,9
10078,141092,1,11,4188,11,58632,9
10079,90711,1,11,6514,11,58626,9
10080,195400,1,11,3024,11,58620,9
10081,171377,1,4,9482,11,58616,9
10082,58610,1,11,10082,11,58610,9
10083,164689,1,11,3588,11,58604,9
10084,117196,1,11,5042,11,58598,9
10085,161360,1,11,3662,11,58592,9
10086,175758,1,11,3362,11,58586,9
10087,161095,1,7,5764,11,58580,9
10088,117148,1,11,5044,11,58574,9
10089,139099,1,11,4248,11,58568,9
10090,179602,1,11,3290,11,58562,9
10091,29278,1,11,20182,11,58556,9
10092,195924,1,11,3016,11,58552,9
10093,29273,1,11,20186,11,58546,9
10094,143423,1,11,4120,11,58540,9
10095,174307,1,11,3390,11,58534,9
10096,161536,1,11,3658,11,58528,9
10097,29261,1,11,20194,11,58522,9
10098,175548,1,11,3366,11,58516,9
10099,50495,1,11,11702,11,58510,9
10100,182825,1,11,3232,11,58504,9
10101,194250,1,11,3042,11,58500,9
10102,107239,1,6,10102,11,58494,9
10103,121236,1,11,4874,11,58488,9
10104,191976,1,11,3078,11,58482,9
10105,190490,1,11,3102,11,58476,9
10106,181257,1,11,3260,11,58470,9
10107,195402,1,11,3024,11,58464,9
10108,185117,1,11,3192,11,58458,9
10109,160743,1,11,3676,11,58452,9
10110,193101,1,11,3060,11,58446,9
10111,29221,1,11,20222,11,58442,9
10112,164873,1,11,3584,11,58436,9
10113,87645,1,11,6742,11,58430,9
10114,189878,1,11,3112,11,58424,9
10115,146045,1,11,4046,11,58418,9
10116,175236,1,11,3372,11,58412,9
10117,192223,1,11,3074,11,58406,9
10118,161888,1,11,3650,11,58400,9
10119,145039,1,11,4074,11,58394,9
10120,145975,1,11,4048,11,58390,9
10121,124244,1,11,4756,11,58384,9
10122,175134,1,11,3374,11,58378,9
10123,29186,1,11,20246,11,58372,9
10124,194887,1,11,3032,11,58366,9
10125,192588,1,9,3750,11,58360,9
10126,58354,1,11,10126,11,58354,9
10127,189631,1,11,3116,11,58348,9
10128,197496,1,11,2992,11,58344,9
10129,91161,1,11,6482,11,58338,9
10130,145830,1,11,4052,11,58332,9
10131,106931,1,11,5526,11,58326,9
10132,182376,1,11,3240,11,58320,9
10133,30399,1,11,19438,11,58314,9
10134,190857,1,11,3096,11,58308,9
10135,160133,1,11,3690,11,58302,9
10136,130501,1,8,6226,11,58298,9
10137,199361,1,11,2964,11,58292,9
10138,58286,1,11,10138,11,58286,9
10139,101390,1,11,5828,11,58280,9
10140,174822,1,11,3380,11,58274,9
10141,141974,1,11,4162,11,58268,9
10142,58262,1,11,10142,11,58262,9
10143,194628,1,11,3036,11,58256,9
10144,116504,1,11,5072,11,58252,9
10145,145615,1,11,4058,11,58246,9
10146,199360,1,11,2964,11,58240,9
10147,193231,1,11,3058,11,58234,9
10148,116456,1,11,5074,11,58228,9
10149,145469,1,11,4062,11,58222,9
10150,192850,1,11,3064,11,58216,9
10151,50755,1,11,11642,11,58210,9
10152,184428,1,9,3916,11,58206,9
10153,189150,1,11,3124,11,58200,9
10154,91386,1,11,6466,11,58194,9
10155,158418,1,11,3730,11,58188,9
10156,116364,1,11,5078,11,58182,9
10157,182826,1,11,3232,11,58176,9
10158,177765,1,11,3324,11,58170,9
10159,29083,1,11,20318,11,58166,9
10160,184658,1,11,3200,11,58160,9
10161,87231,1,11,6774,11,58154,9
10162,58148,1,11,10162,11,58148,9
10163,71141,1,11,8306,11,58142,9
10164,171699,1,8,4732,11,58136,9
10165,145325,1,11,4066,11,58130,9
10166,58126,1,11,10166,11,58126,9
10167,101670,1,11,5812,11,58120,9
10168,194504,1,11,3038,11,58114,9
10169,29054,1,11,20338,11,58108,9
10170,193230,1,11,3058,11,58102,9
10171,101668,1,11,5812,11,58096,9
10172,188182,1,11,3140,11,58090,9
10173,91557,1,11,6454,11,58086,9
10174,167871,1,8,4840,11,58080,9
10175,145185,1,11,4070,11,58074,9
10176,170978,1,9,4224,11,58068,9
10177,30531,1,11,19354,11,58062,9
10178,186263,1,8,4362,11,58056,9
10179,176175,1,11,3354,11,58050,9
10180,145115,1,11,4072,11,58046,9
10181,111991,1,10,5804,11,58040,9
10182,29017,1,6,37334,11,58034,9
10183,195274,1,11,3026,11,58028,9
10184,170582,1,11,3464,11,58022,9
10185,199626,1,11,2960,11,58016,9
10186,127622,1,11,4630,11,58010,9
10187,136091,1,11,4342,11,58006,9
10188,196968,1,11,3000,11,58000,9
10189,120053,1,11,4922,11,57994,9
10190,159467,1,10,4076,11,57988,9
10191,180041,1,11,3282,11,57982,9
10192,188422,1,8,4312,11,57976,9
10193,112123,1,6,9662,11,57972,9
10194,173898,1,11,3398,11,57966,9
10195,187588,1,11,3150,11,57960,9
10196,198822,1,11,2972,11,57954,9
10197,159357,1,11,3708,11,57948,9
10198,188663,1,11,3132,11,57942,9
10199,198152,1,11,2982,11,57936,9
10200,175865,1,11,3360,11,57932,9
10201,112211,1,11,5266,11,57926,9
10202,163232,1,11,3620,11,57920,9
10203,86871,1,11,6802,11,57914,9
10204,158162,1,11,3736,11,57908,9
10205,173485,1,11,3406,11,57902,9
10206,173694,1,11,3402,11,57898,9
10207,122138,1,11,4838,11,57892,9
10208,179278,1,11,3296,11,57886,9
10209,177981,1,11,3320,11,57880,9
10210,193990,1,11,3046,11,57874,9
10211,173587,1,11,3404,11,57868,9
10212,178414,1,11,3312,11,57864,9
10213,67501,1,11,8754,11,57858,9
10214,183852,1,11,3214,11,57852,9
10215,144615,1,9,4994,11,57846,9
10216,153240,1,11,3856,11,57840,9
10217,173689,1,11,3402,11,57834,9
10218,173490,1,11,3406,11,57830,9
10219,193232,1,11,3058,11,57824,9
10220,144545,1,11,4088,11,57818,9
10221,86718,1,11,6814,11,57812,9
10222,156902,1,11,3766,11,57806,9
10223,173791,1,11,3400,11,57800,9
10224,173388,1,11,3408,11,57796,9
10225,144475,1,11,4090,11,57790,9
10226,158503,1,11,3728,11,57784,9
10227,86667,1,11,6818,11,57778,9
10228,132964,1,11,4444,11,57772,9
10229,192228,1,11,3074,11,57768,9
10230,198958,1,11,2970,11,57762,9
10231,112541,1,6,9626,11,57756,9
10232,196966,1,11,3000,11,57750,9
10233,194886,1,11,3032,11,57744,9
10234,163591,1,7,5676,11,57738,9
10235,144335,1,11,4094,11,57734,9
10236,150128,1,11,3936,11,57728,9
10237,194503,1,11,3038,11,57722,9
10238,57716,1,11,10238,11,57716,9
10239,98977,1,11,5970,11,57710,9
10240,144260,1,11,4096,11,57704,9
10241,158675,1,11,3724,11,57700,9
10242,180373,1,9,4004,11,57694,9
10243,40972,1,11,14422,11,57688,9
10244,150508,1,11,3926,11,57682,9
10245,158609,1,10,4098,11,57676,9
10246,184428,1,11,3204,11,57672,9
10247,71729,1,11,8238,11,57666,9
10248,190278,1,10,3416,11,57660,9
10249,118511,1,11,4986,11,57654,9
10250,198165,1,10,3280,11,57648,9
10251,129699,1,11,4556,11,57644,9
10252,181148,1,11,3262,11,57638,9
10253,164048,1,11,3602,11,57632,9
10254,172878,1,11,3418,11,57626,9
10255,196310,1,11,3010,11,57620,9
10256,57614,1,8,14102,11,57614,9
10257,160485,1,11,3682,11,57610,9
10258,158411,1,4,10258,11,57604,9
10259,28799,1,11,20518,11,57598,9
10260,194373,1,11,3040,11,57592,9
10261,28793,1,11,20522,11,57586,9
10262,134358,1,11,4398,11,57582,9
10263,158334,1,11,3732,11,57576,9
10264,195016,1,11,3030,11,57570,9
10265,184770,1,11,3198,11,57564,9
10266,192222,1,11,3074,11,57558,9
10267,71869,1,11,8222,11,57554,9
10268,115096,1,11,5134,11,57548,9
10269,86313,1,11,6846,11,57542,9
10270,195920,1,11,3016,11,57536,9
10271,112981,1,11,5230,11,57530,9
10272,188427,1,11,3136,11,57526,9
10273,102730,1,11,5752,11,57520,9
10274,169988,1,11,3476,11,57512,9
10275,196050,1,11,3014,11,57508,9
10276,115004,1,11,5138,11,57502,9
10277,176601,1,7,5258,11,57498,9
10278,185004,1,11,3194,11,57492,9
10279,182039,1,11,3246,11,57486,9
10280,191600,1,11,3084,11,57480,9
10281,138123,1,11,4278,11,57474,9
10282,179935,1,11,3284,11,57470,9
10283,186758,1,11,3164,11,57464,9
10284,172374,1,11,3428,11,57458,9
10285,163955,1,11,3604,11,57452,9
10286,57446,1,11,10286,11,57446,9
10287,142113,1,11,4158,11,57442,9
10288,114872,1,11,5144,11,57436,9
10289,51445,1,11,11486,11,57430,9
10290,199626,1,11,2960,11,57424,9
10291,195529,1,11,3022,11,57418,9
10292,169508,1,11,3486,11,57414,9
10293,196443,1,11,3008,11,57408,9
10294,138969,1,11,4252,11,57402,9
10295,143490,1,11,4118,11,57396,9
10296,197496,1,11,2992,11,57392,9
10297,72079,1,11,8198,11,57386,9
10298,195662,1,11,3020,11,57380,9
10299,86061,1,11,6866,11,57374,9
10300,182825,1,11,3232,11,57368,9
10301,28682,1,11,20602,11,57364,9
10302,175134,1,11,3374,11,57358,9
10303,41212,1,11,14338,11,57352,9
10304,199088,1,11,2968,11,57346,9
10305,157685,1,9,4580,11,57340,9
10306,123672,1,11,4778,11,57336,9
10307,182715,1,11,3234,11,57330,9
10308,175236,1,11,3372,11,57324,9
10309,184769,1,11,3198,11,57318,9
10310,143285,1,11,4124,11,57314,9
10311,100289,1,11,5892,11,57308,9
10312,114604,1,11,5156,11,57302,9
10313,82504,1,11,7162,11,57296,9
10314,193101,1,11,3060,11,57290,9
10315,143215,1,11,4126,11,57286,9
10316,165056,1,11,3580,11,57280,9
10317,85911,1,11,6878,11,57274,9
10318,193228,1,11,3058,11,57268,9
10319,162248,1,11,3642,11,57264,9
10320,190860,1,11,3096,11,57258,9
10321,134173,1,11,4404,11,57252,9
10322,161182,1,11,3666,11,57246,9
10323,185814,1,11,3180,11,57240,9
10324,124244,1,11,4756,11,57236,9
10325,143075,1,11,4130,11,57230,9
10326,171672,1,11,3442,11,57224,9
10327,191723,1,11,3082,11,57218,9
10328,114428,1,11,5164,11,57214,9
10329,157322,1,11,3756,11,57208,9
10330,191105,1,11,3092,11,57202,9
10331,123972,1,11,4766,11,57192,9
10332,195406,1,11,3024,11,57192,9
10333,92997,1,11,6354,11,57186,9
10334,155010,1,11,3812,11,57180,9
10335,194245,1,11,3042,11,57174,9
10336,181032,1,11,3264,11,57168,9
10337,72359,1,11,8166,11,57162,9
10338,171474,1,11,3446,11,57158,9
10339,196441,1,11,3008,11,57152,9
10340,142865,1,11,4136,11,57146,9
10341,85713,1,11,6894,11,57142,9
10342,113762,1,8,7142,11,57136,9
10343,51715,1,11,11426,11,57130,9
10344,171372,1,11,3448,11,57124,9
10345,175865,1,11,3360,11,57120,9
10346,199899,1,11,2956,11,57114,9
10347,85662,1,11,6898,11,57108,9
10348,183279,1,11,3224,11,57102,9
10349,28549,1,11,20698,11,57098,9
10350,187588,1,11,3150,11,57092,9
10351,175967,1,11,3358,11,57086,9
10352,114160,1,11,5176,11,57080,9
10353,199766,1,11,2958,11,57076,9
10354,176917,1,11,3340,11,57070,9
10355,193610,1,11,3052,11,57064,9
10356,171174,1,11,3452,11,57058,9
10357,31071,1,11,19018,11,57054,9
10358,170907,1,8,4754,11,57048,9
10359,93231,1,11,6338,11,57042,9
10360,199626,1,11,2960,11,57036,9
10361,185354,1,11,3188,11,57032,9
10362,171078,1,11,3454,11,57026,9
10363,122593,1,11,4820,11,57020,9
10364,150278,1,11,3932,11,57014,9
10365,142525,1,11,4146,11,57010,9
10366,156761,1,4,10366,11,57004,9
10367,199493,1,11,2962,11,56998,9
10368,192348,1,11,3072,11,56992,9
10369,114059,1,9,6332,11,56988,9
10370,161449,1,11,3660,11,56982,9
10371,124452,1,11,4748,11,56976,9
10372,155580,1,11,3798,11,56970,9
10373,166829,1,11,3542,11,56966,9
10374,194376,1,10,3344,11,56960,9
10375,142385,1,11,4150,11,56954,9
10376,119324,1,11,4952,11,56948,9
10377,128124,1,11,4612,11,56944,9
10378,72646,1,11,8134,11,56938,9
10379,70834,1,11,8342,11,56932,9
10380,170778,1,11,3460,11,56926,9
10381,199227,1,11,2966,11,56922,9
10382,199764,1,11,2958,11,56916,9
10383,155745,1,11,3794,11,56910,9
10384,156486,1,11,3776,11,56904,9
10385,190615,1,11,3100,11,56900,9
10386,170682,1,11,3462,11,56894,9
10387,184886,1,11,3196,11,56888,9
10388,199087,1,11,2968,11,56882,9
10389,85317,1,11,6926,11,56878,9
10390,142180,1,11,4156,11,56872,9
10391,28433,1,11,20782,11,56866,9
10392,170580,1,11,3464,11,56860,9
10393,180044,1,11,3282,11,56856,9
10394,155910,1,11,3790,11,56850,9
10395,198954,1,11,2970,11,56844,9
10396,186760,1,11,3164,11,56840,9
10397,50861,1,11,11618,11,56834,9
10398,170484,1,11,3466,11,56828,9
10399,28411,1,11,20798,11,56822,9
10400,142045,1,11,4160,11,56818,9
10401,145614,1,11,4058,11,56812,9
10402,198821,1,11,2972,11,56806,9
10403,182825,1,11,3232,11,56800,9
10404,170388,1,11,3468,11,56796,9
10405,156075,1,11,3786,11,56790,9
10406,176176,1,11,3354,11,56784,9
10407,85167,1,11,6938,11,56778,9
10408,113548,1,11,5204,11,56774,9
10409,198688,1,11,2974,11,56768,9
10410,195014,1,11,3030,11,56762,9
10411,172679,1,11,3422,11,56758,9
10412,134786,1,11,4384,11,56752,9
10413,195273,1,11,3026,11,56746,9
10414,156035,1,4,10414,11,56740,9
10415,183304,1,10,3546,11,56736,9
10416,198555,1,11,2976,11,56730,9
10417,164778,1,11,3586,11,56724,9
10418,104180,1,11,5672,11,56720,9
10419,93173,1,11,6342,11,56714,9
10420,141770,1,11,4168,11,56708,9
10421,28351,1,11,20842,11,56702,9
10422,170094,1,11,3474,11,56698,9
10423,198422,1,11,2978,11,56692,9
10424,198422,1,11,2978,11,56692,9
10425,198422,1,11,2978,11,56692,9
10426,184197,1,11,3208,11,56676,9
10427,156405,1,11,3778,11,56670,9
10428,187704,1,11,3148,11,56664,9
10429,104290,1,11,5666,11,56660,9
10430,198289,1,11,2980,11,56654,9
10431,169214,1,11,3492,11,56648,9
10432,165608,1,11,3568,11,56642,9
10433,28319,1,11,20866,11,56638,9
10434,169896,1,11,3478,11,56632,9
10435,141565,1,11,4174,11,56626,9
10436,113244,1,11,5218,11,56622,9
10437,198156,1,11,2982,11,56616,9
10438,193103,1,10,3366,11,56610,9
10439,183963,1,11,3212,11,56604,9
10440,196968,1,11,3000,11,56600,9
10441,28297,1,11,20882,11,56594,9
10442,185932,1,11,3178,11,56588,9
10443,153164,1,11,3858,11,56584,9
10444,198023,1,11,2984,11,56578,9
10445,141430,1,11,4178,11,56572,9
10446,169698,1,11,3482,11,56566,9
10447,175336,1,11,3370,11,56560,9
10448,113112,1,11,5224,11,56556,9
10449,176175,1,11,3354,11,56550,9
10450,158675,1,11,3724,11,56546,9
10451,197890,1,11,2986,11,56540,9
10452,191724,1,11,3082,11,56534,9
10453,52265,1,11,11306,11,56530,9
10454,135902,1,11,4348,11,56524,9
10455,165517,1,11,3570,11,56518,9
10456,167296,1,11,3532,11,56512,9
10457,177769,1,6,6094,11,56508,9
10458,197757,1,11,2988,11,56502,9
10459,125508,1,11,4708,11,56496,9
10460,151670,1,11,3896,11,56492,9
10461,146771,1,11,4026,11,56486,9
10462,167392,1,11,3530,11,56480,9
10463,146482,1,11,4034,11,56476,9
10464,180704,1,11,3270,11,56470,9
10465,197624,1,11,2990,11,56464,9
10466,56458,1,11,10466,11,56458,9
10467,112811,1,11,5238,11,56454,9
10468,188424,1,11,3136,11,56448,9
10469,187340,1,11,3154,11,56440,9
10470,84657,1,10,7678,11,56438,9
10471,130499,1,11,4528,11,56432,9
10472,197491,1,11,2992,11,56426,9
10473,84633,1,11,6982,11,56422,9
10474,167584,1,11,3526,11,56416,9
10475,141025,1,11,4190,11,56410,9
10476,185464,1,11,3186,11,56404,9
10477,157155,1,11,3760,11,56400,9
10478,194246,1,11,3042,11,56394,9
10479,197358,1,11,2994,11,56388,9
10480,167680,1,11,3524,11,56384,9
10481,189269,1,11,3122,11,56378,9
10482,178194,1,11,3316,11,56372,9
10483,155012,1,11,3812,11,56368,9
10484,112724,1,11,5242,11,56362,9
10485,170090,1,11,3474,11,56356,9
10486,188427,1,11,3136,11,56352,9
10487,41948,1,11,14086,11,56344,9
10488,194373,1,11,3040,11,56340,9
10489,146846,1,11,4024,11,56336,9
10490,140825,1,11,4196,11,56330,9
10491,183053,1,11,3228,11,56324,9
10492,167012,1,11,3538,11,56318,9
10493,197099,1,11,2998,11,56314,9
10494,199089,1,11,2968,11,56308,9
10495,140755,1,11,4198,11,56302,9
10496,150128,1,11,3936,11,56298,9
10497,84438,1,11,6998,11,56292,9
10498,192222,1,11,3074,11,56286,9
10499,28141,1,11,20998,11,56282,9
10500,196966,1,11,3000,11,56276,9
10501,178517,1,11,3310,11,56270,9
10502,73514,1,11,8038,11,56266,9
10503,188665,1,11,3132,11,56260,9
10504,158873,1,8,5114,11,56254,9
10505,171875,1,11,3438,11,56250,9
10506,190859,1,11,3096,11,56244,9
10507,196833,1,11,3002,11,56238,9
10508,162874,1,11,3628,11,56234,9
10509,84342,1,11,7006,11,56228,9
10510,140555,1,11,4204,11,56222,9
10511,161621,1,11,3656,11,56216,9
10512,196443,1,11,3008,11,56212,9
10513,28103,1,11,21026,11,56206,9
10514,199766,1,11,2958,11,56202,9
10515,189270,1,11,3122,11,56196,9
10516,157740,1,11,3746,11,56190,9
10517,136721,1,11,4322,11,56186,9
10518,185818,1,11,3180,11,56180,9
10519,28087,1,11,21038,11,56174,9
10520,180155,1,11,3280,11,56170,9
10521,199899,1,11,2956,11,56164,9
10522,56158,1,11,10522,11,56158,9
10523,159103,1,11,3714,11,56154,9
10524,102938,1,9,7016,11,56148,9
10525,140355,1,11,4210,11,56142,9
10526,56138,1,11,10526,11,56138,9
10527,154363,1,11,3828,11,56132,9
10528,196441,1,11,3008,11,56126,9
10529,115819,1,11,5102,11,56122,9
10530,182377,1,10,3564,11,56116,9
10531,52655,1,11,11222,11,56110,9
10532,142182,1,11,4156,11,56106,9
10533,193105,1,11,3060,11,56100,9
10534,56094,1,11,10534,11,56094,9
10535,196315,1,11,3010,11,56090,9
10536,168252,1,11,3512,11,56084,9
10537,191593,1,11,3084,11,56076,9
10538,121187,1,11,4876,11,56074,9
10539,153401,1,11,3852,11,56068,9
10540,140155,1,11,4216,11,56062,9
10541,31623,1,11,18686,11,56058,9
10542,196182,1,11,3012,11,56052,9
10543,182143,1,11,3244,11,56044,9
10544,112084,1,11,5272,11,56042,9
10545,140090,1,11,4218,11,56036,9
10546,137098,1,11,4310,11,56030,9
10547,51143,1,11,11554,11,56026,9
10548,168060,1,11,3516,11,56020,9
10549,196049,1,11,3014,11,56014,9
10550,158250,1,11,3734,11,56010,9
10551,137163,1,11,4308,11,56004,9
10552,179384,1,11,3294,11,55998,9
10553,142313,1,11,4152,11,55992,9
10554,167964,1,11,3518,11,55988,9
10555,139955,1,11,4222,11,55982,9
10556,195923,1,11,3016,11,55978,9
10557,147798,1,11,3998,11,55972,9
10558,55966,1,11,10558,11,55966,9
10559,95031,1,11,6218,11,55962,9
10560,186520,1,11,3168,11,55956,9
10561,192604,1,11,3068,11,55952,9
10562,116182,1,11,5086,11,55946,9
10563,116193,1,10,5594,11,55940,9
10564,169024,1,11,3496,11,55936,9
10565,179605,1,11,3290,11,55930,9
10566,167772,1,11,3522,11,55924,9
10567,158505,1,11,3728,11,55920,9
10568,111828,1,11,5284,11,55914,9
10569,190242,1,11,3106,11,55908,9
10570,195664,1,11,3020,11,55904,9
10571,45601,1,11,12958,11,55898,9
10572,153703,1,8,5286,11,55892,9
10573,193612,1,11,3052,11,55888,9
10574,55882,1,11,10574,11,55882,9
10575,193734,1,11,3050,11,55876,9
10576,192351,1,11,3072,11,55872,9
10577,195531,1,11,3022,11,55866,9
10578,186878,1,11,3162,11,55862,9
10579,84632,1,11,6982,11,55856,9
10580,139625,1,11,4232,11,55850,9
10581,83769,1,11,7054,11,55846,9
10582,199628,1,11,2960,11,55840,9
10583,27917,1,11,21166,11,55834,9
10584,195405,1,11,3024,11,55830,9
10585,169798,1,11,3480,11,55824,9
10586,178086,1,11,3318,11,55818,9
10587,151747,1,11,3894,11,55814,9
10588,169408,1,11,3488,11,55808,9
10589,148246,1,11,3986,11,55804,9
10590,167394,1,11,3530,11,55798,9
10591,197491,1,11,2992,11,55792,9
10592,148768,1,11,3972,11,55788,9
10593,110531,1,11,5346,11,55782,9
10594,174801,1,8,4648,11,55776,9
10595,181259,1,11,3260,11,55772,9
10596,167298,1,11,3532,11,55766,9
10597,180149,1,11,3280,11,55760,9
10598,199091,1,11,2968,11,55756,9
10599,88325,1,11,6690,11,55750,9
10600,185820,1,11,3180,11,55746,9
10601,159015,1,11,3716,11,55740,9
10602,176491,1,11,3348,11,55734,9
10603,128179,1,11,4610,11,55730,9
10604,153241,1,11,3856,11,55724,9
10605,195013,1,11,3030,11,55718,9
10606,55714,1,11,10606,11,55714,9
10607,27854,1,11,21214,11,55708,9
10608,197496,1,11,2992,11,55704,9
10609,31827,1,11,18566,11,55698,9
10610,193102,1,11,3060,11,55692,9
10611,187947,1,11,3144,11,55688,9
10612,194887,1,11,3032,11,55682,9
10613,27838,1,11,21226,11,55676,9
10614,167016,1,11,3538,11,55672,9
10615,139165,1,11,4246,11,55666,9
10616,111324,1,11,5308,11,55662,9
10617,155716,1,9,4638,11,55656,9
10618,185815,1,11,3180,11,55650,9
10619,194761,1,11,3034,11,55646,9
10620,192600,1,11,3068,11,55640,9
10621,27817,1,11,21242,11,55634,9
10622,55630,1,11,10622,11,55630,9
10623,180591,1,11,3272,11,55624,9
10624,170980,1,11,3456,11,55620,9
10625,197625,1,11,2990,11,55614,9
10626,194628,1,11,3036,11,55608,9
10627,27802,1,11,21254,11,55604,9
10628,111196,1,11,5314,11,55598,9
10629,157073,1,11,3762,11,55594,9
10630,138970,1,11,4252,11,55588,9
10631,27791,1,11,21262,11,55582,9
10632,166734,1,11,3544,11,55578,9
10633,194502,1,11,3038,11,55572,9
10634,180369,1,11,3276,11,55566,9
10635,138905,1,11,4254,11,55562,9
10636,180812,1,11,3268,11,55556,9
10637,170192,1,11,3472,11,55552,9
10638,166638,1,11,3546,11,55546,9
10639,106390,1,11,5554,11,55540,9
10640,199360,1,11,2964,11,55536,9
10641,159615,1,11,3702,11,55530,9
10642,55526,1,11,10642,11,55526,9
10643,170288,1,11,3470,11,55520,9
10644,166542,1,11,3548,11,55514,9
10645,193739,1,11,3050,11,55510,9
10646,85168,1,11,6938,11,55504,9
10647,194250,1,11,3042,11,55500,9
10648,135652,1,11,4356,11,55494,9
10649,188904,1,11,3128,11,55488,9
10650,189150,1,11,3124,11,55484,9
10651,27739,1,11,21302,11,55478,9
10652,110948,1,11,5326,11,55474,9
10653,173999,1,11,3396,11,55468,9
10654,194117,1,11,3044,11,55462,9
10655,168349,1,11,3510,11,55458,9
10656,170977,1,11,3456,11,55452,9
10657,31971,1,11,18482,11,55446,9
10658,106507,1,11,5548,11,55442,9
10659,152449,1,11,3876,11,55436,9
10660,193336,1,10,3362,11,55432,9
10661,162961,1,7,5698,11,55426,9
10662,181254,1,11,3260,11,55420,9
10663,127956,1,11,4618,11,55416,9
10664,171771,1,11,3440,11,55410,9
10665,168349,1,11,3510,11,55406,9
10666,133325,1,11,4432,11,55400,9
10667,27697,1,11,21334,11,55394,9
10668,193865,1,11,3048,11,55390,9
10669,185932,1,11,3178,11,55384,9
10670,189150,1,11,3124,11,55380,9
10671,117381,1,11,5034,11,55374,9
10672,186760,1,11,3164,11,55370,9
10673,179933,1,11,3284,11,55364,9
10674,184423,1,11,3204,11,55358,9
10675,193739,1,11,3050,11,55354,9
10676,174427,1,8,4658,11,55348,9
10677,156596,1,9,4612,11,55344,9
10678,175237,1,11,3372,11,55338,9
10679,192222,1,11,3074,11,55332,9
10680,199360,1,11,2964,11,55328,9
10681,193229,1,11,3058,11,55322,9
10682,193613,1,11,3052,11,55318,9
10683,124452,1,11,4748,11,55312,9
10684,110612,1,11,5342,11,55306,9
10685,138905,1,11,4254,11,55302,9
10686,192348,1,11,3072,11,55296,9
10687,27646,1,11,21374,11,55292,9
10688,173756,1,8,4676,11,55286,9
10689,193480,1,11,3054,11,55280,9
10690,138970,1,11,4252,11,55276,9
10691,53455,1,11,11054,11,55270,9
10692,179388,1,11,3294,11,55266,9
10693,193103,1,11,3060,11,55260,9
10694,55256,1,11,10694,11,55256,9
10695,197625,1,11,2990,11,55250,9
10696,193354,1,11,3056,11,55244,9
10697,131195,1,11,4504,11,55240,9
10698,165702,1,11,3566,11,55234,9
10699,160485,1,11,3682,11,55230,9
10700,192600,1,11,3068,11,55224,9
10701,82827,1,11,7134,11,55218,9
10702,101669,1,11,5812,11,55214,9
10703,193228,1,11,3058,11,55208,9
10704,198024,1,11,2984,11,55204,9
10705,139165,1,11,4246,11,55198,9
10706,55194,1,11,10706,11,55194,9
10707,197757,1,11,2988,11,55188,9
10708,182036,1,11,3246,11,55182,9
10709,27589,1,11,21418,11,55178,9
10710,193102,1,11,3060,11,55172,9
10711,171376,1,11,3448,11,55168,9
10712,110324,1,11,5356,11,55162,9
10713,103559,1,9,6974,11,55158,9
10714,192852,1,11,3064,11,55152,9
10715,195013,1,11,3030,11,55146,9
10716,196836,1,11,3002,11,55142,9
10717,192976,1,11,3062,11,55136,9
10718,181148,1,11,3262,11,55132,9
10719,153639,1,11,3846,11,55126,9
10720,183740,1,11,3216,11,55122,9
10721,192978,1,11,3062,11,55116,9
10722,196570,1,11,3006,11,55110,9
10723,27553,1,11,21446,11,55106,9
10724,192850,1,11,3064,11,55100,9
10725,189150,1,11,3124,11,55096,9
10726,187705,1,11,3148,11,55090,9
10727,156077,1,11,3786,11,55086,9
10728,182376,1,11,3240,11,55080,9
10729,32187,1,11,18358,11,55074,9
10730,159703,1,11,3700,11,55070,9
10731,192724,1,11,3066,11,55064,9
10732,110120,1,11,5366,11,55060,9
10733,27527,1,11,21466,11,55054,9
10734,165150,1,11,3578,11,55050,9
10735,193230,1,11,3058,11,55044,9
10736,146768,1,11,4026,11,55038,9
10737,82551,1,11,7158,11,55034,9
10738,192598,1,11,3068,11,55028,9
10739,85912,1,11,6878,11,55024,9
10740,165054,1,10,3938,11,55018,9
10741,80791,1,11,7314,11,55014,9
10742,193356,1,11,3056,11,55008,9
10743,82506,1,11,7162,11,55004,9
10744,162424,1,11,3638,11,54998,9
10745,192472,1,11,3070,11,54992,9
10746,185468,1,11,3186,11,54988,9
10747,36149,1,11,16346,11,54982,9
10748,182716,1,11,3234,11,54978,9
10749,193482,1,11,3054,11,54972,9
10750,171775,1,11,3440,11,54968,9
10751,27481,1,11,21502,11,54962,9
10752,192353,1,8,4224,11,54958,9
10753,43012,1,11,13738,11,54952,9
10754,187346,1,11,3154,11,54946,9
10755,137355,1,11,4302,11,54942,9
10756,193608,1,11,3052,11,54936,9
10757,153721,1,11,3844,11,54932,9
10758,164778,1,11,3586,11,54926,9
10759,192227,1,11,3074,11,54922,9
10760,137290,1,11,4304,11,54916,9
10761,197496,1,11,2992,11,54912,9
10762,54906,1,11,10762,11,54906,9
10763,193734,1,11,3050,11,54900,9
10764,196443,1,11,3008,11,54896,9
10765,137220,1,11,4306,11,54888,9
10766,192101,1,11,3076,11,54886,9
10767,199626,1,11,2960,11,54880,9
10768,183056,1,11,3228,11,54876,9
10769,173283,1,11,3410,11,54870,9
10770,164598,1,11,3590,11,54866,9
10771,140023,1,11,4220,11,54860,9
